Key	German	English
info.spices.desc	"Um den verschiedenen Alkoholika Geschmack zu verleihen.\n\nDer umsichtige Einsatz von Gewürzen kann Cocktails und Drinks in schicken Flüsterkneipen Geschmack und Persönlichkeit verleihen.\n\n<indent=15><b>Basispreis\n<sprite name=""ui buy""> $15 pro Kiste</b></indent>\n\n<i><indent=30><i>Every inordinate cup is unbless’d, and the ingredient is a devil.</i></indent>\n<indent=40>– William Shakespeare</indent>"	"To infuse flavor into different types of booze\n\nThe judicious use of spices can create many kinds of infusions that deliver the flavor and personality to cocktail and drinks at fancy speakeasies.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $15 per box</b></indent>\n\n<i><indent=30><i>Every inordinate cup is unbless'd, and the ingredient is a devil.</i></indent>\n<indent=40>—William Shakespeare</indent>"
info.labels.icon	"<sprite name=""res labels"">"	"<sprite name=""res labels"">"
info.labels.name	Flaschenetiketten	Bottle Labels
info.labels.desc	"Ein überzeugendes Etikett für viele Flaschen Alkohol.\n\nDiese gefälschten Etiketten kommen auf die Flaschen, um den Anschein zu erwecken, dass es sich um das echte Zeug handelt. Wenn du guten Alkohol herstellst, kann du dem Ganzen mit diesen Etiketten auch gleich ein wenig Klasse verleihen.\n\n<indent=15><b>Basispreis\n<sprite name=""ui buy""> $9 pro Kiste</b></indent>\n\n<i><indent=30><i>Wenn der Wein reingeht, kommen seltsame Dinge heraus.</i></indent>\n<indent=40>– Johann Schiller</indent>"	"A convincing label for many bottles of booze.\n\nThese counterfeit labels go on bottles to make the appear to be the real things. If you're making good booze, may as well add a little class with these labels.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $9 per box</b></indent>\n\n<i><indent=30><i>When the wine goes in, strange things come out.</i></indent>\n<indent=40>—Johann Schiller</indent>"
info.barley.icon	"<sprite name=""res barley"">"	"<sprite name=""res barley"">"
info.barley.name	Barley	Barley
info.barley.desc	"Hordeum vulgare\n\nGerste bildet die Basis für Bier, Malzextrakt und viele weitere Nahrungsmittelprozesse – ganz besonders in den Händen eines erfahrenen Brauers.\n\n<indent=15><b>Basispreis\n<sprite name=""ui buy""> $9 pro Kiste</b></indent>\n\n<i><indent=30><i>Über tief sitzende Vorlieben lässt sich nicht streiten – man kann einen Mann nicht dazu überreden, ein Glas Bier zu mögen.</i></indent>\n<indent=40>– Oliver Wendell Holmes"	"Hordeum vulgare\n\nThe basis for beer and malt syrup, barley has many nutritional uses and many more in the hands of a skilled brewer.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $9 per box</b></indent>\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"
info.half-barrel.icon	"<sprite name=""res half-barrel"">"	"<sprite name=""res half-barrel"">"
info.half-barrel.name	Kleine Fässer	Small Barrels
info.half-barrel.desc	"Kleine Holzfässer für den Transport von Flüssigkeiten.\n\nMit diesen kleinen Fässern kann man zum Beispiel Saft oder andere Rohmaterialien für die spätere Verwendung transportieren.\n\n<indent=15><b>Basispreis\n<sprite name=""ui buy""> $4 pro Fass</b></indent>\n\n<i><indent=30><i>Über tief sitzende Vorlieben lässt sich nicht streiten – man kann einen Mann nicht dazu überreden, ein Glas Bier zu mögen.</i></indent>\n<indent=40>– Oliver Wendell Holmes"	"Small, wooden barrels for liquid transport.\n\nThese small barrels are for transporting things like juice and other raw materials for later manufacture.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $4 each</b></indent>\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"
info.corn-syrup.icon	"<sprite name=""res corn-syrup"">"	"<sprite name=""res corn-syrup"">"
info.corn-syrup.name	Maissirup	Corn Syrup
info.corn-syrup.desc	"Reich an Zucker und leicht zu destillieren.\n\nDie industrielle Herstellung von Maissirup ist in den 1920er Jahren noch recht neu, doch da er leicht fermentiert und destilliert werden kann, macht ihn das zu einer Schlüsselzutat in der Produktion von Neutralalkohol.\n\n<indent=15><b>Basispreis\n<sprite name=""ui buy""> $4 pro Fass</b></indent>\n\n<i><indent=30>Lay me on an anvil, O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations.</i></indent>\n<indent=40>– Carl Sandburg</indent>"	"High in sugars and easy to distill.\n\nIndustrial production of corn syrup is a fairly new thing in the 1920s, but the ease with which it can be fermented and distilled makes it a key ingredient in manufacture of neutral alcohol.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $4 per barrel</b></indent>\n\n<i><indent=30>Lay me on an anvil, O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
info.grapes.icon	"<sprite name=""res grapes"">"	"<sprite name=""res grapes"">"
info.grapes.name	Trauben	Grapes
info.grapes.desc	"Vitis vinifera\n\nFrucht der Weinrebe. Trauben werden seit Jahrtausenden von Menschen kultiviert, hauptsächlich für die Weinherstellung.\n\n<indent=15><b>Basispreis\n<sprite name=""ui buy""> $2 pro Kiste</b></indent>\n\n<i><indent=30><i>Sehne dich nicht nach der unreifen Traube.</i></indent>\n<indent=40>– Horace</indent>"	"Vitis vinifera\n\nFruit of the vine. Grapes have been cultivated by humans for millennia chiefly for use in wine production.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $2 per crate</b></indent>\n\n<i><indent=30><i>Don't long for the unripe grape.</i></indent>\n<indent=40>—Horace</indent>"
info.apples.icon	"<sprite name=""res apples"">"	"<sprite name=""res apples"">"
info.apples.name	Äpfel	Apples
info.apples.desc	"Malus domestica\n\nDie Äpfel kamen mit den europäischen Kolonisten in die Neue Welt und gediehen dort hervorragend. Die Amerikaner stellten mit den Äpfeln viele Dinge her – viele alkoholische Dinge.\n\n<indent=15><b>Basispreis\n<sprite name=""ui buy""> $1 pro Scheffel</b></indent>\n\n<i><indent=30><i>Sicherlich ist der Apfel die edelste aller Früchte.</i></indent>\n<indent=40>– Henry David Thoreau</indent>"	"Malus domestica\n\nApples came to the New World with European colonists and thrived. Americans made many things - many alcoholic things - with apples.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $1 per bushel</b></indent>\n\n<i><indent=30><i>Surely the apple is the noblest of fruits.</i></indent>\n<indent=40>—Henry David Thoreau</indent>"
info.citrus.icon	"<sprite name=""res citrus"">"	"<sprite name=""res citrus"">"
info.citrus.name	Zitrusfrüchte	Citrus Fruit
info.citrus.desc	"Ansprechendes Obst mit einer Vielzahl an Verwendungszwecken\n\nZitrusfrüchte können für vielerlei Dinge genutzt werden. Sie verbessern Cocktails sowohl geschmacklich als auch optisch. Die ölhaltigen Schalen eignen sich zur Herstellung einer Vielzahl alkoholischer Getränke.\n\n\n\n<indent=15><b>Basispreis\n<sprite name=""ui buy""> $2 pro Kiste</b></indent>\n\n<i><indent=30><i>Kennst du das Land, wo die Zitronen blühn, im dunkeln Laub die Goldorangen glühn … Dahin, dahin möcht’ ich mit dir, o mein Geliebter, ziehn!</i></indent>\n<indent=40>– Johann Wolfgang Goethe"	"Appealing fruit for a variety of uses\n\nCitrus has many uses. It can improve cocktails in both flavor and appearance. It's oil-laden rinds can also be used in a wide variety of infusions and other types of alcohol production.\n\n\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $2 per crate</b></indent>\n\n<i><indent=30><i>Knowest thou the land where the lemon-trees flourish, where amid the shadowed leaves the golden oranges glisten...Thither, thither, fain would I fly with thee, O my beloved!</i></indent>\n<indent=40>—Johann Wolfgang von Goethe</indent>"
info.fruit-other.icon	"<sprite name=""res fruit"">"	"<sprite name=""res fruit"">"
info.fruit-other.name	Obst	Fruit
info.fruit-other.desc	"Solange etwas viel Zucker enthält, sollte es gären.\n\nVerschiedene Sorten Obst sind scheffelweise auf Märkten, bei Großhändlern und anderen Anbietern überall in der Stadt erhältlich. Mit dem richtigen Fachwissen können diese einfachen Beeren und Steinobst zu einer Vielzahl alkoholischer Getränke verarbeitet oder als Cocktail-Zusätze verwendet werden.\n\n<indent=15><b>Basispreis\n<sprite name=""ui buy""> $4 pro Scheffel</b></indent>\n\n<i><indent=30><i>Give me juicy autumnal fruit, ripe and red from the orchard.</i></indent>\n<indent=40>– Walt Whitman</indent>"	"As long as it contains a lot of sugar, it should ferment.\n\nFruit of various types is available by the bushel from markets, wholesalers and other vendors all over the city. With the right expertise, these humble berries and drupes can be distilled into a variety of alcoholic beverages or used to make a wide variety of fruity infusions.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $4 per bushel</b></indent>\n\n<i><indent=30><i>Give me juicy autumnal fruit, ripe and red from the orchard.</i></indent>\n<indent=40>—Walt Whitman</indent>"
info.wheat.icon	"<sprite name=""res wheat"">"	"<sprite name=""res wheat"">"
info.wheat.name	Weizen	Wheat
info.wheat.desc	"Triticum aestivum\n\nJene mit begrenzter Vorstellungskraft sehen in den bescheidenen Weizenkörnern nur Backwaren, Nudeln oder feines Mehl. Doch die Wissenden begreifen, dass dieses Getreide, das die Menschheit seit Jahrtausenden begleitet hat, auch in <sprite name=""res whiskey-barrel""> <link=""whiskey-barrel"">Whisky</link> und andere köstliche Alkoholika verwandelt werden kann.\n\n<indent=15><b>Basispreis\n<sprite name=""ui buy""> $4 pro Sack</b></indent>\n\n<i><indent=30><i>Wenn man ein einziges Weizenkorn verstünde, würde man vor Staunen umkommen.</i></indent>\n<indent=40>– Martin Luther</indent>"	"Triticum aestivum\n\nThose of limited imagination only see future baked goods, pasta or fine flour in the humble wheat berry. But those with knowhow realize that this cereal that has accompanied humanity for millennia has the potential to be turned into <sprite name=""res whiskey-barrel""> <link=""whiskey-barrel"">whiskey</link> and other luscious liquors.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $4 per sack</b></indent>\n\n<i><indent=30><i>IF you could understand a single grain of wheat you would die of wonder.</i></indent>\n<indent=40>—Martin Luther</indent>"
info.rye.icon	"<sprite name=""res rye"">"	"<sprite name=""res rye"">"
info.rye.name	Roggen	Rye
info.rye.desc	"Secale cereale\n\nSeit der Jungsteinzeit kultiviert der Mensch Roggen. Dieses widerstandsfähige Getreide spielt eine wichtige Rolle in den Küchen der Länder des europäischen Roggengürtels, der sich von Deutschland bis Nordrussland zieht. Roggen lässt sich auch leicht mälzen und zu Roggenbier oder <sprite name=""res whiskey-barrel""> <link=""whiskey-barrel"">Whisky</link> verarbeiten.\n\n<indent=15><b>Basispreis\n<sprite name=""ui buy""> $3 pro Sack</b></indent>\n\n<i><indent=30><i>Der Bauer muss ein Optimist sein, sonst wäre er kein Bauer mehr.</i></indent>\n<indent=40>– Will Rogers</indent>"	"Secale cereale\n\nSince Neolithic times, humans have cultivated rye. This hardy cereal features heavily in the cuisines of rye belt countries of Europe that stretch from Germany into northern Russia. It also is easily malted and then turned into things like rye beer or <sprite name=""res whiskey-barrel""> <link=""whiskey-barrel"">whiskey</link>.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $3 per sack</b></indent>\n\n<i><indent=30><i>The farmer has to be an optimist or he wouldn’t still be a farmer.</i></indent>\n<indent=40>—Will Rogers</indent>"
info.steel-barrels.icon	"<sprite name=""res steel-barrels"">"	"<sprite name=""res steel-barrels"">"
info.steel-barrels.name	Stahlfässer	Steel Barrels
info.steel-barrels.desc	"Für Anwendungen, die Hitze, Druck oder beides erforderlich machen.\n\nFässer aus Holz sind vielseitig einsetzbar, reagieren aber schlecht auf Hitze und können keine unter Druck stehenden Flüssigkeiten aufnehmen. Stahlfässer hingegen sind dafür hervorragend geeignet.\n\n<indent=15><b>Basispreis\n<sprite name=""ui buy""> $5 pro Fass</b></indent>\n\n<i><indent=30><i>Lay me on an anvil, O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations.</i></indent>\n<indent=40>– Carl Sandburg</indent>"	"For applications that require heat, pressure or both.\n\nBarrels made from wood have a wide variety of uses, but they react poorly to the application of heat and can't contain pressurized liquids. Steel barrels, by contrast, excel in those areas.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $5 per barrel</b></indent>\n\n<i><indent=30><i>Lay me on an anvil, O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
info.beer-keg.icon	"<sprite name=""res beer-keg"">"	"<sprite name=""res beer-keg"">"
info.beer-keg.name	Bierfässer	Beer Kegs
info.beer-keg.desc	"Bier in Stahlfässern zur wirtschaftlicheren Nutzung von Lagerraum und Transportkapazitäten.\n\nBier in Flaschen ist zwar profitabel, benötigt aber viel Lagerraum. Der Transport ist eher umständlich und erregt viel Aufmerksamkeit. Bierfässer hingegen lösen die meisten dieser Probleme und machen die großen Mengen an Flaschen obsolet. Alles in allem ist dies also eine bessere Lösung für das Bierbrauen.\n\n<indent=15><b>Basispreis\n<sprite name=""ui sell""> $120 pro Fass</b></indent>\n\n<i><indent=30><i>Ich glaube fest an die Menschen. Wenn man ihnen die Wahrheit sagt, kann man darauf vertrauen, dass sie jede nationale Krise meistern. Es ist nur wichtig, ihnen die echten Fakten zu bringen – und Bier.</i></indent>\n<indent=40>– Abraham Lincoln</indent>"	"Beer placed in steel barrels for more economical use of storage and transport space.\n\nBottled beer, while profitable, requires a large space to store and a lot of space in your store rooms. Then it's fairly cumbersome to transport and attracts a lot of attention. Kegs, however, solve many of those problems and eliminate the need for rather immense quantities of bottles. All in all, a better solution for brewing.\n\n<indent=15><b>Base price\n<sprite name=""ui sell""> $120 per barrel</b></indent>\n\n<i><indent=30><i>I am a firm believer in the people. If given the truth, they can be depended upon to meet any national crisis. The great point is to bring them the real facts, and beer.</i></indent>\n<indent=40>—Abraham Lincoln</indent>"
info.whiskey-bottled.icon	"<sprite name=""res whisky"">"	"<sprite name=""res whisky"">"
