Key	Russian	English
info.barley.icon	"<sprite name=""res barley"">"	"<sprite name=""res barley"">"
info.barley.name	Ячмень	Barley
info.barley.desc	"Hordeum vulgare\n\nЯчмень — сырьё для пива и мальтозной патоки. Питательный злак, которому опытный пивовар может найти множество применений.\n\n<indent=15><b>Базовая цена:\n<sprite name=""ui buy""> 9 $ за коробку</b></indent>\n\n<i><indent=30><i>«Укоренившиеся предпочтения не являются предметом для дискуссии — ведь невозможно уговорить человека, чтобы он полюбил бокал пива».</i></indent>\n<indent=40>(Оливер Уэнделл Холмс, американский врач)</indent>"	"Hordeum vulgare\n\nThe basis for beer and malt syrup, barley has many nutritional uses and many more in the hands of a skilled brewer.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $9 per box</b></indent>\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"
info.half-barrel.icon	"<sprite name=""res half-barrel"">"	"<sprite name=""res half-barrel"">"
info.half-barrel.name	Бочонки	Small Barrels
info.half-barrel.desc	"Деревянные бочонки для перевозки жидкостей.\n\nЭти ёмкости предназначены для перевозки соков и другого жидкого сырья для дальнейшей переработки.\n\n<indent=15><b>Базовая цена:\n<sprite name=""ui buy""> 4 $ за шт.</b></indent>\n\n<i><indent=30><i>«Укоренившиеся предпочтения не являются предметом для дискуссии — ведь невозможно уговорить человека, чтобы он полюбил бокал пива».</i></indent>\n<indent=40>(Оливер Уэнделл Холмс, американский врач)</indent>"	"Small, wooden barrels for liquid transport.\n\nThese small barrels are for transporting things like juice and other raw materials for later manufacture.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $4 each</b></indent>\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"
info.corn-syrup.icon	"<sprite name=""res corn-syrup"">"	"<sprite name=""res corn-syrup"">"
info.corn-syrup.name	Кукурузная патока	Corn Syrup
info.corn-syrup.desc	"Густая жидкость с высоким содержанием сахара, простая в переработке.\n\nВ 20-х годах производство кукурузной патоки ещё было технологическим новшеством, но простота сбраживания и переработки быстро превратила её в один из основных видов сырья для производства нейтрального спирта.\n\n<indent=15><b>Базовая цена:\n<sprite name=""ui buy""> 4 $ за бочку</b></indent>\n\n<i><indent=30>«Lay me on an anvil, O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations».</i></indent>\n<indent=40>(Карл Сэндберг)</indent>"	"High in sugars and easy to distill.\n\nIndustrial production of corn syrup is a fairly new thing in the 1920s, but the ease with which it can be fermented and distilled makes it a key ingredient in manufacture of neutral alcohol.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $4 per barrel</b></indent>\n\n<i><indent=30>Lay me on an anvil, O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
info.grapes.icon	"<sprite name=""res grapes"">"	"<sprite name=""res grapes"">"
info.grapes.name	Виноград	Grapes
info.grapes.desc	"Vitis vinifera\n\nПлод виноградной лозы. Виноград выращивают уже несколько тысяч лет — преимущественно для производства вина.\n\n<indent=15><b>Базовая цена:\n<sprite name=""ui buy""> 2 $ за ящик</b></indent>\n\n<i><indent=30><i>«К незрелым гроздьям брось вожделение».</i></indent>\n<indent=40>(Гораций)</indent>"	"Vitis vinifera\n\nFruit of the vine. Grapes have been cultivated by humans for millennia chiefly for use in wine production.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $2 per crate</b></indent>\n\n<i><indent=30><i>Don't long for the unripe grape.</i></indent>\n<indent=40>—Horace</indent>"
info.apples.icon	"<sprite name=""res apples"">"	"<sprite name=""res apples"">"
info.apples.name	Яблоки	Apples
info.apples.desc	"Malus domestica\n\nЯблоки появились в Новом Свете вместе с переселенцами из Европы и неплохо прижились на этом континенте. Американцы делают из яблок много всяких блюд и напитков.\n\n<indent=15><b>Базовая цена\n<sprite name=""ui buy""> 1 $ за бушель</b></indent>\n\n<i><indent=30><i>«Яблоко — благороднейший из плодов».</i></indent>\n<indent=40>(Генри Торо, американский писатель)</indent>"	"Malus domestica\n\nApples came to the New World with European colonists and thrived. Americans made many things - many alcoholic things - with apples.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $1 per bushel</b></indent>\n\n<i><indent=30><i>Surely the apple is the noblest of fruits.</i></indent>\n<indent=40>—Henry David Thoreau</indent>"
