Key	French	English
info.spices.desc	"Injectent un supplément de saveur à différents types d’alcool.\n\nUtilisées à bon escient, les épices permettent de créer toutes sortes d’infusions, et décuplent le goût et le caractère des cocktails et des boissons des speakeasies les plus sophistiqués.\n\n<indent=15><b>Prix de base\n<sprite name=""ui buy""> 15 $ la boîte</b></indent>\n\n<i><indent=30><i>Every inordinate cup is unbless'd, and the ingredient is a devil.</i></indent>\n<indent=40>—William Shakespeare</indent>"	"To infuse flavor into different types of booze\n\nThe judicious use of spices can create many kinds of infusions that deliver the flavor and personality to cocktail and drinks at fancy speakeasies.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $15 per box</b></indent>\n\n<i><indent=30><i>Every inordinate cup is unbless'd, and the ingredient is a devil.</i></indent>\n<indent=40>—William Shakespeare</indent>"
info.labels.icon	"<sprite name=""res labels"">"	"<sprite name=""res labels"">"
info.labels.name	Étiquettes de bouteille	Bottle Labels
info.labels.desc	"Des étiquettes convaincantes pouvant être utilisées sur de nombreuses bouteilles d’alcool.\n\nCes étiquettes contrefaites se collent sur les bouteilles pour leur donner une apparence authentique. Quitte à produire un alcool de qualité, autant lui apporter une touche de classe avec ces étiquettes.\n\n<indent=15><b>Prix de base\n<sprite name=""ui buy""> 9 $ la boîte</b></indent>\n\n<i><indent=30><i>Lorsque le vin entre, d’étranges choses sortent.</i></indent>\n<indent=40>—Johann Schiller</indent>"	"A convincing label for many bottles of booze.\n\nThese counterfeit labels go on bottles to make the appear to be the real things. If you're making good booze, may as well add a little class with these labels.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $9 per box</b></indent>\n\n<i><indent=30><i>When the wine goes in, strange things come out.</i></indent>\n<indent=40>—Johann Schiller</indent>"
info.barley.icon	"<sprite name=""res barley"">"	"<sprite name=""res barley"">"
info.barley.name	Orge	Barley
info.barley.desc	"Hordeum vulgare\n\nFormant la base de la bière et du sirop de malt, l’orge peut être utilisé à de nombreuses fins nutritionnelles, et ce d’autant plus entre les mains d’un brasseur chevronné.\n\n<indent=15><b>Prix de base\n<sprite name=""ui buy""> 9 $ la boîte</b></indent>\n\n<i><indent=30><i>On ne peut rien contre les préférences bien ancrées ; il est impossible de forcer la main d’un homme qui rechigne à boire un verre de bière.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"	"Hordeum vulgare\n\nThe basis for beer and malt syrup, barley has many nutritional uses and many more in the hands of a skilled brewer.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $9 per box</b></indent>\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"
info.half-barrel.icon	"<sprite name=""res half-barrel"">"	"<sprite name=""res half-barrel"">"
info.half-barrel.name	Petits tonneaux	Small Barrels
info.half-barrel.desc	"De petits tonneaux en bois servant à transporter des liquides.\n\nCes petits tonneaux servent à transporter du jus et d’autres matières brutes à des fins de production.\n\n<indent=15><b>Prix de base\n<sprite name=""ui buy""> 4 $ chacun</b></indent>\n\n<i><indent=30><i>On ne peut rien contre les préférences bien ancrées ; il est impossible de forcer la main d’un homme qui rechigne à boire un verre de bière.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"	"Small, wooden barrels for liquid transport.\n\nThese small barrels are for transporting things like juice and other raw materials for later manufacture.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $4 each</b></indent>\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"
info.corn-syrup.icon	"<sprite name=""res corn-syrup"">"	"<sprite name=""res corn-syrup"">"
info.corn-syrup.name	Sirop de maïs	Corn Syrup
info.corn-syrup.desc	"Riche en sucre et facile à distiller.\n\nDans les années 1920, la production industrielle de sirop de maïs est une chose encore relativement nouvelle, mais la facilité avec laquelle il peut être fermenté et distillé fait de lui un ingrédient clé de la fabrication d’alcool neutre.\n\n<indent=15><b>Prix de base\n<sprite name=""ui buy""> 4 $ le tonneau</b></indent>\n\n<i><indent=30>Lay me on an anvil, O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations.</i></indent>\n<indent=40>—Carl Sandburg</indent>"	"High in sugars and easy to distill.\n\nIndustrial production of corn syrup is a fairly new thing in the 1920s, but the ease with which it can be fermented and distilled makes it a key ingredient in manufacture of neutral alcohol.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $4 per barrel</b></indent>\n\n<i><indent=30>Lay me on an anvil, O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
info.grapes.icon	"<sprite name=""res grapes"">"	"<sprite name=""res grapes"">"
info.grapes.name	Raisin	Grapes
info.grapes.desc	"Vitis vinifera\n\nLe fruit de la vigne. Les humains cultivent le raisin depuis des millénaires, principalement pour la production de vin.\n\n<indent=15><b>Prix de base\n<sprite name=""ui buy""> 2 $ la caisse</b></indent>\n\n<i><indent=30><i>Ne vous languissez pas après le raisin qui est encore vert.</i></indent>\n<indent=40>—Horace</indent>"	"Vitis vinifera\n\nFruit of the vine. Grapes have been cultivated by humans for millennia chiefly for use in wine production.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $2 per crate</b></indent>\n\n<i><indent=30><i>Don't long for the unripe grape.</i></indent>\n<indent=40>—Horace</indent>"
info.apples.icon	"<sprite name=""res apples"">"	"<sprite name=""res apples"">"
info.apples.name	Pommes	Apples
info.apples.desc	"Malus domestica\n\nLes pommes ont été introduites dans le Nouveau Monde par les colons européens, et ont su s’adapter à merveille à leur terre d’accueil. Avec les pommes, les Américains ont réalisé bien des choses (alcoolisées).\n\n<indent=15><b>Prix de base\n<sprite name=""ui buy""> 1 $ le boisseau</b></indent>\n\n<i><indent=30><i>La pomme est sans doute le plus noble des fruits.</i></indent>\n<indent=40>—Henry David Thoreau</indent>"	"Malus domestica\n\nApples came to the New World with European colonists and thrived. Americans made many things - many alcoholic things - with apples.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $1 per bushel</b></indent>\n\n<i><indent=30><i>Surely the apple is the noblest of fruits.</i></indent>\n<indent=40>—Henry David Thoreau</indent>"
info.citrus.icon	"<sprite name=""res citrus"">"	"<sprite name=""res citrus"">"
info.citrus.name	Agrumes	Citrus Fruit
info.citrus.desc	"Ces fruits appétissants ont de nombreuses utilités.\n\nLes agrumes sont d’une grande polyvalence, et peuvent notamment sublimer la saveur et l’apparence des cocktails. Leur écorce riche en huile peut également être utilisée dans une myriade d’infusions et autres types d’alcools.\n\n\n\n<indent=15><b>Prix de base\n<sprite name=""ui buy""> 2 $ la caisse</b></indent>\n\n<i><indent=30><i>Connais-tu le pays des citronniers en fleur,et des oranges d’or dans le feuillage sombre… Oh, là-bas je voudrais, là-bas, ô mon amour, m’en aller avec toi ! </i></indent>\n<indent=40>—Johann Wolfgang von Goethe</indent>"	"Appealing fruit for a variety of uses\n\nCitrus has many uses. It can improve cocktails in both flavor and appearance. It's oil-laden rinds can also be used in a wide variety of infusions and other types of alcohol production.\n\n\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $2 per crate</b></indent>\n\n<i><indent=30><i>Knowest thou the land where the lemon-trees flourish, where amid the shadowed leaves the golden oranges glisten...Thither, thither, fain would I fly with thee, O my beloved!</i></indent>\n<indent=40>—Johann Wolfgang von Goethe</indent>"
info.fruit-other.icon	"<sprite name=""res fruit"">"	"<sprite name=""res fruit"">"
info.fruit-other.name	Fruits	Fruit
info.fruit-other.desc	"Qui dit forte teneur en sucre, dit fermentation.\n\nDe nombreuses variétés de fruits sont disponibles au boisseau dans les marchés, chez les grossistes et auprès d’autres vendeurs à travers toute la ville. Avec le bon savoir-faire, ces humbles baies et drupes peuvent être distillées dans toutes sortes de boissons alcoolisées, ou pour préparer un large éventail d’infusions fruitées.\n\n<indent=15><b>Prix de base\n<sprite name=""ui buy""> 4 $ le boisseau</b></indent>\n\n<i><indent=30><i>Give me juicy autumnal fruit, ripe and red from the orchard.</i></indent>\n<indent=40>—Walt Whitman</indent>"	"As long as it contains a lot of sugar, it should ferment.\n\nFruit of various types is available by the bushel from markets, wholesalers and other vendors all over the city. With the right expertise, these humble berries and drupes can be distilled into a variety of alcoholic beverages or used to make a wide variety of fruity infusions.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $4 per bushel</b></indent>\n\n<i><indent=30><i>Give me juicy autumnal fruit, ripe and red from the orchard.</i></indent>\n<indent=40>—Walt Whitman</indent>"
info.wheat.icon	"<sprite name=""res wheat"">"	"<sprite name=""res wheat"">"
info.wheat.name	Blé	Wheat
info.wheat.desc	"Triticum aestivum\n\nPour les esprits les moins imaginatifs, un humble grain de blé n’évoque guère plus que des pâtisseries, des pâtes ou de la farine, mais ceux possédant un minimum d’expertise ne sont pas sans savoir que cette céréale accompagne l’humanité depuis des millénaires, et a le potentiel de se transformer en <sprite name=""res whiskey-barrel""> <link=""whiskey-barrel"">whiskey</link> et autres succulentes liqueurs.\n\n<indent=15><b>Prix de base\n<sprite name=""ui buy""> 4 $ le sac</b></indent>\n\n<i><indent=30><i>Si vous pouviez comprendre ce que représente un seul grain de blé, vous mourriez d’émerveillement.</i></indent>\n<indent=40>—Martin Luther</indent>"	"Triticum aestivum\n\nThose of limited imagination only see future baked goods, pasta or fine flour in the humble wheat berry. But those with knowhow realize that this cereal that has accompanied humanity for millennia has the potential to be turned into <sprite name=""res whiskey-barrel""> <link=""whiskey-barrel"">whiskey</link> and other luscious liquors.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $4 per sack</b></indent>\n\n<i><indent=30><i>IF you could understand a single grain of wheat you would die of wonder.</i></indent>\n<indent=40>—Martin Luther</indent>"
info.rye.icon	"<sprite name=""res rye"">"	"<sprite name=""res rye"">"
info.rye.name	Seigle	Rye
info.rye.desc	"Secale cereale\n\nLes humains cultivent le seigle depuis l’ère néolithique. Cette céréale robuste est utilisée dans la cuisine de nombreux pays d’Europe, de l’Allemagne jusqu’au nord de la Russie. Elle peut également être facilement maltée, puis transformée en bière de seigle, ou encore en <sprite name=""res whiskey-barrel""> <link=""whiskey-barrel"">whiskey</link>.\n\n<indent=15><b>Prix de base\n<sprite name=""ui buy""> 3 $ le sac</b></indent>\n\n<i><indent=30><i>Le fermier se doit d’être optimiste, sans quoi il ne serait plus fermier.</i></indent>\n<indent=40>—Will Rogers</indent>"	"Secale cereale\n\nSince Neolithic times, humans have cultivated rye. This hardy cereal features heavily in the cuisines of rye belt countries of Europe that stretch from Germany into northern Russia. It also is easily malted and then turned into things like rye beer or <sprite name=""res whiskey-barrel""> <link=""whiskey-barrel"">whiskey</link>.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $3 per sack</b></indent>\n\n<i><indent=30><i>The farmer has to be an optimist or he wouldn’t still be a farmer.</i></indent>\n<indent=40>—Will Rogers</indent>"
info.steel-barrels.icon	"<sprite name=""res steel-barrels"">"	"<sprite name=""res steel-barrels"">"
info.steel-barrels.name	Barils en acier	Steel Barrels
info.steel-barrels.desc	"Pour les opérations nécessitant de la chaleur, de la pression, ou les deux.\n\nLes tonneaux en bois ont de multiples utilités, mais sont peu adaptés à la chaleur, et ne peuvent contenir de liquides pressurisés. Les barils en acier, quant à eux, excellent à ce niveau.\n\n<indent=15><b>Prix de base\n<sprite name=""ui buy""> 5 $ le tonneau</b></indent>\n\n<i><indent=30><i>Lay me on an anvil, O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations.</i></indent>\n<indent=40>—Carl Sandburg</indent>"	"For applications that require heat, pressure or both.\n\nBarrels made from wood have a wide variety of uses, but they react poorly to the application of heat and can't contain pressurized liquids. Steel barrels, by contrast, excel in those areas.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $5 per barrel</b></indent>\n\n<i><indent=30><i>Lay me on an anvil, O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
