Key	Spanish	English
info.labels.desc	"Una etiqueta falsa, pero convincente, para muchas de las botellas de bebidas alcohólicas.\n\n Se utilizan para dar un toque de autenticidad. Si estás elaborando productos de calidad, ¿por qué no querrías venderlos con clase?\n\n<indent=15><b>Precio base\n<sprite name=""ui buy""> 9 $ por caja</b></indent>\n\n<i><indent=30><i>Cuando sube el vino, bajan cosas extrañas.</i></indent>\n<indent=40>—Johann Schiller</indent>"	"A convincing label for many bottles of booze.\n\nThese counterfeit labels go on bottles to make the appear to be the real things. If you're making good booze, may as well add a little class with these labels.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $9 per box</b></indent>\n\n<i><indent=30><i>When the wine goes in, strange things come out.</i></indent>\n<indent=40>—Johann Schiller</indent>"
info.barley.icon	"<sprite name=""res barley"">"	"<sprite name=""res barley"">"
info.barley.name	Cebada	Barley
info.barley.desc	"Hordeum vulgare\n\nLa cebada, además de ser la base de la cerveza y el sirope de malta, tiene diversos usos nutricionales y muchos más en manos de un cervecero con maña.\n\n<indent=15><b>Precio base\n<sprite name=""ui buy""> 9 $ por caja</b></indent>\n\n<i><indent=30>Las preferencias arraigadas no se pueden discutir; no puedes convencer a alguien de que le gusta la cerveza.<i></i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"	"Hordeum vulgare\n\nThe basis for beer and malt syrup, barley has many nutritional uses and many more in the hands of a skilled brewer.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $9 per box</b></indent>\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"
info.half-barrel.icon	"<sprite name=""res half-barrel"">"	"<sprite name=""res half-barrel"">"
info.half-barrel.name	Barriles pequeños	Small Barrels
info.half-barrel.desc	"Unos barriles pequeños de madera que se utilizan para transportar líquido.\n\nSe usan para llevar zumos y otros materiales sin procesar antes de su elaboración.\n\n<indent=15><b>Precio base\n<sprite name=""ui buy""> 4 $ cada uno</b></indent>\n\n<i><indent=30><i>Las preferencias arraigadas no se pueden discutir; no puedes convencer a alguien de que le gusta la cerveza</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"	"Small, wooden barrels for liquid transport.\n\nThese small barrels are for transporting things like juice and other raw materials for later manufacture.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $4 each</b></indent>\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"
info.corn-syrup.icon	"<sprite name=""res corn-syrup"">"	"<sprite name=""res corn-syrup"">"
info.corn-syrup.name	Sirope de maíz	Corn Syrup
info.corn-syrup.desc	"Tiene un alto contenido en azúcares y se destila con facilidad.\n\nLa producción industrial del sirope de maíz es algo relativamente nuevo en los años 20, pero como su fermentación y destilación es tan sencilla, se ha convertido en un ingrediente clave en la elaboración del alcohol neutro.\n\n<indent=15><b>Precio base\n<sprite name=""ui buy""> 4 $ por barril</b></indent>\n\n<i><indent=30>Lay me on an anvil, O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations.</i></indent>\n<indent=40>—Carl Sandburg</indent>"	"High in sugars and easy to distill.\n\nIndustrial production of corn syrup is a fairly new thing in the 1920s, but the ease with which it can be fermented and distilled makes it a key ingredient in manufacture of neutral alcohol.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $4 per barrel</b></indent>\n\n<i><indent=30>Lay me on an anvil, O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
info.grapes.icon	"<sprite name=""res grapes"">"	"<sprite name=""res grapes"">"
info.grapes.name	Uvas	Grapes
info.grapes.desc	"Vitis vinifera\n\nLa fruta de la vid. Los humanos llevan cultivando uvas durante milenios, principalmente para preparar vino.\n\n<indent=15><b>Precio base\n<sprite name=""ui buy""> 2 $ por caja</b></indent>\n\n<i><indent=30><i>No anheles la uva verde</i></indent>\n<indent=40>—Horace</indent>"	"Vitis vinifera\n\nFruit of the vine. Grapes have been cultivated by humans for millennia chiefly for use in wine production.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $2 per crate</b></indent>\n\n<i><indent=30><i>Don't long for the unripe grape.</i></indent>\n<indent=40>—Horace</indent>"
info.apples.icon	"<sprite name=""res apples"">"	"<sprite name=""res apples"">"
info.apples.name	Manzanas	Apples
info.apples.desc	"Malus domestica\n\nLas manzanas llegaron al nuevo mundo junto con los colonos europeos y prosperaron ahí. Los estadounidenses elaboraron muchos productos (alcohólicos, claro) a partir de las manzanas.\n\n<indent=15><b>Precio base\n<sprite name=""ui buy""> 1 $ por fanega</b></indent>\n\n<i><indent=30><i>Surely the apple is the noblest of fruits.</i></indent>\n<indent=40>—Henry David Thoreau</indent>"	"Malus domestica\n\nApples came to the New World with European colonists and thrived. Americans made many things - many alcoholic things - with apples.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $1 per bushel</b></indent>\n\n<i><indent=30><i>Surely the apple is the noblest of fruits.</i></indent>\n<indent=40>—Henry David Thoreau</indent>"
info.citrus.icon	"<sprite name=""res citrus"">"	"<sprite name=""res citrus"">"
info.citrus.name	Fruta cítrica	Citrus Fruit
info.citrus.desc	"Una fruta atractiva y con varios usos.\n\nLos cítricos gozan de varios propósitos; pueden utilizarse para mejorar tanto el sabor como la apariencia de los cócteles, por ejemplo. A su vez, sus pieles son aceitosas, por lo que se emplean en muchísimas infusiones y otros productos alcohólicos.\n\n\n\n<indent=15><b>Precio base\n<sprite name=""ui buy""> 2 $ por caja</b></indent>\n\n<i><indent=30><i>Conoce la tierra que crece limoneros, mas donde doradas naranjas brillan entre hojas sombreadas... ¡ahí volaría presto contigo, amor mío!</i></indent>\n<indent=40>—Johann Wolfgang von Goethe</indent>"	"Appealing fruit for a variety of uses\n\nCitrus has many uses. It can improve cocktails in both flavor and appearance. It's oil-laden rinds can also be used in a wide variety of infusions and other types of alcohol production.\n\n\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $2 per crate</b></indent>\n\n<i><indent=30><i>Knowest thou the land where the lemon-trees flourish, where amid the shadowed leaves the golden oranges glisten...Thither, thither, fain would I fly with thee, O my beloved!</i></indent>\n<indent=40>—Johann Wolfgang von Goethe</indent>"
info.fruit-other.icon	"<sprite name=""res fruit"">"	"<sprite name=""res fruit"">"
info.fruit-other.name	Fruta	Fruit
info.fruit-other.desc	"Si tiene suficiente azúcar, fermenta.\n\nHay un sinfín de frutas disponibles en fanegas en mercados, mayoristas y otros vendedores de la ciudad. En manos diestras, estas tímidas bayitas y drupas pueden destilarse y convertirse en bebidas alcohólicas o usarse en una gran variedad de infusiones frutales.\n\n<indent=15><b>Precio base\n<sprite name=""ui buy""> 4 $ por fanega</b></indent>\n\n<i><indent=30><i>Give me juicy autumnal fruit, ripe and red from the orchard.</i></indent>\n<indent=40>—Walt Whitman</indent>"	"As long as it contains a lot of sugar, it should ferment.\n\nFruit of various types is available by the bushel from markets, wholesalers and other vendors all over the city. With the right expertise, these humble berries and drupes can be distilled into a variety of alcoholic beverages or used to make a wide variety of fruity infusions.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $4 per bushel</b></indent>\n\n<i><indent=30><i>Give me juicy autumnal fruit, ripe and red from the orchard.</i></indent>\n<indent=40>—Walt Whitman</indent>"
info.wheat.icon	"<sprite name=""res wheat"">"	"<sprite name=""res wheat"">"
info.wheat.name	Trigo	Wheat
info.wheat.desc	"Triticum aestivum\n\nQuienes carecen de imaginación tan solo ven productos horneados, pasta y harina al contemplar los humildes granos de trigo, pero los más espabilados saben que este cereal lleva milenios sirviendo a la humanidad y que puede transformarse en <sprite name=""res whiskey-barrel""><link=""whiskey-barrel"">whisky</link> y otros licores exquisitos.\n\n<indent=15><b>Precio base\n<sprite name=""ui buy""> 4 $ por saco</b></indent>\n\n<i><indent=30><i>Si pudieses empatizar con un único grano de trigo, la maravilla te abrumaría.</i></indent>\n<indent=40>—Martin Luther</indent>"	"Triticum aestivum\n\nThose of limited imagination only see future baked goods, pasta or fine flour in the humble wheat berry. But those with knowhow realize that this cereal that has accompanied humanity for millennia has the potential to be turned into <sprite name=""res whiskey-barrel""> <link=""whiskey-barrel"">whiskey</link> and other luscious liquors.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $4 per sack</b></indent>\n\n<i><indent=30><i>IF you could understand a single grain of wheat you would die of wonder.</i></indent>\n<indent=40>—Martin Luther</indent>"
info.rye.icon	"<sprite name=""res rye"">"	"<sprite name=""res rye"">"
info.rye.name	Centeno	Rye
info.rye.desc	"Secale cereale\n\nLa humanidad lleva cultivando centeno desde la prehistoria. Es un cereal robusto con un papel importante en la gastronomía de los países europeos que van desde Alemania hasta el norte de Rusia. A su vez, se puede fermentar y convertir en productos como la cerveza o el <sprite name=""res whiskey-barrel""><link=""whiskey-barrel"">whisky</link> con facilidad.\n\n<indent=15><b>Precio base\n<sprite name=""ui buy""> 3 $ por saco</b></indent>\n\n<i><indent=30><i>Los granjeros han de ser optimistas; de lo contrario ya no serían granjeros.</i></indent>\n<indent=40>—Will Rogers</indent>"	"Secale cereale\n\nSince Neolithic times, humans have cultivated rye. This hardy cereal features heavily in the cuisines of rye belt countries of Europe that stretch from Germany into northern Russia. It also is easily malted and then turned into things like rye beer or <sprite name=""res whiskey-barrel""> <link=""whiskey-barrel"">whiskey</link>.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $3 per sack</b></indent>\n\n<i><indent=30><i>The farmer has to be an optimist or he wouldn’t still be a farmer.</i></indent>\n<indent=40>—Will Rogers</indent>"
info.steel-barrels.icon	"<sprite name=""res steel-barrels"">"	"<sprite name=""res steel-barrels"">"
info.steel-barrels.name	Barriles de acero	Steel Barrels
info.steel-barrels.desc	"Ideales para las prácticas que requieran calor, presión o ambos.\n\nLos barriles de madera tienen diversos usos, pero no producen los resultados esperados al aplicarles calor y tampoco pueden conservar líquidos presurizados. Los de acero, en cambio, muestran una efectividad envidiable.\n\n<indent=15><b>Precio base\n<sprite name=""ui buy""> 5 $ por barril</b></indent>\n\n<i><indent=30><i>Lay me on an anvil, O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations.</i></indent>\n<indent=40>—Carl Sandburg</indent>"	"For applications that require heat, pressure or both.\n\nBarrels made from wood have a wide variety of uses, but they react poorly to the application of heat and can't contain pressurized liquids. Steel barrels, by contrast, excel in those areas.\n\n<indent=15><b>Base price\n<sprite name=""ui buy""> $5 per barrel</b></indent>\n\n<i><indent=30><i>Lay me on an anvil, O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
info.beer-keg.icon	"<sprite name=""res beer-keg"">"	"<sprite name=""res beer-keg"">"
info.beer-keg.name	Barriles de cerveza	Beer Kegs
info.beer-keg.desc	"La cerveza se envasa en barriles de acero para que su almacenamiento y transporte sean más económicos.\n\nAunque es cierto que la cerveza embotellada es más rentable, también precisa de un mayor espacio y un montón de hueco en los almacenes. Además, es incómodo transportarla de esa manera y llama demasiado la atención. En cambio, los barriles solucionan la gran parte de los problemas y te quitan de encima la necesidad de tener cantidades absurdas de botellas. Vamos, que te resuelven la vida.\n\n<indent=15><b>Precio base\n<sprite name=""ui sell""> 120 $ por barril</b></indent>\n\n<i><indent=30><i>Confío plenamente en las personas. Soy partidario de que, si les contamos la verdad, contaremos con su ayuda en cualquier crisis nacional. Lo importante es ofrecerles hechos fidedignos y cerveza.</i></indent>\n<indent=40>—Abraham Lincoln</indent>"	"Beer placed in steel barrels for more economical use of storage and transport space.\n\nBottled beer, while profitable, requires a large space to store and a lot of space in your store rooms. Then it's fairly cumbersome to transport and attracts a lot of attention. Kegs, however, solve many of those problems and eliminate the need for rather immense quantities of bottles. All in all, a better solution for brewing.\n\n<indent=15><b>Base price\n<sprite name=""ui sell""> $120 per barrel</b></indent>\n\n<i><indent=30><i>I am a firm believer in the people. If given the truth, they can be depended upon to meet any national crisis. The great point is to bring them the real facts, and beer.</i></indent>\n<indent=40>—Abraham Lincoln</indent>"
