KEY	Korean	English
__id	ko	en

		;; encyclopedia

pedia.dialog.title	금주법 백과사전	Prohibition Encyclopedia
pedia.dialog.default-text	자세한 내용을 보려면 왼쪽의 주제 중 하나를 선택하세요. 특정 주제에 대해 더 자세히 알아보려면 링크를 따르세요.	Select one of the topics on the left to learn more. Follow links to dig further into a topic.
pedia.dialog.entry	<b><size=120%>{name}</size></b>\n\n{desc}	<b><size=120%>{name}</size></b>\n\n{desc}

pedia.cat.resources	자원	Resources
pedia.cat.businesses	비즈니스 종류	Business Types
pedia.cat.skills	스킬	Skills
pedia.cat.gameplay	게임플레이	Gameplay
pedia.cat.gambling	도박	Gambling
pedia.cat.others	Other
info.cigarettes.desc	밀수 담배는 지역 비즈니스와의 관계를 맺는 좋은 방법.\n\n높은 세금으로 인해 밀수 담배는 인기 있는 밀수품입니다. 지역의 깡패가 이들을 찾아 사업주와 신뢰를 쌓고, 보상을 얻을 수 있습니다.\n\n<i><indent=30>담배는 완벽한 즐거움의 유형입니다...</i></indent>\n<indent=40>—Oscar Wilde</indent>

info.corn.icon	<sprite name="res corn">
info.corn.name	옥수수
info.corn.desc	<b>모든 도시에서 구할 수 없는 지역 제품.</b>\n\n적절한 지식이 있다면 옥수수를 사용해 밀주나 옥수수 위스키, 버번 등을 만들 수 있습니다.\n\n<i><indent=30>곡물이 없는 곳에 이 도시는 복수의 신호입니다.</i></indent>\n<indent=40>—수메르 속담</indent>

info.corn-whiskey.icon	<sprite name="res corn whiskey">
info.corn-whiskey.name	옥수수 위스키
info.corn-whiskey.desc	<b>모든 도시에서 구할 수 없는 지역 제품.</b>\n\n옥수수는 당도가 높아 발효되어 술로 변할 수 있습니다. 옥수수와 관련된 제품을 구할 수 있다면 이 술을 만드는 것이 가능합니다.\n\n<indent=15><b>기본 가격\n<sprite name="ui sell"> $26 per case</b></indent>\n\n<i><indent=30>그들은 죄책감 없이 마신다...</i></indent>\n<indent=40>—Artemus Ward</indent>

info.bourbon.icon	<sprite name="res bourbon">
info.bourbon.name	버번
info.bourbon.desc	<b>모든 도시에서 구할 수 없는 지역 제품.</b>\n\n버본은 켄터키 주의 상징적인 술로, 옥수수, 오크 배럴, 식용 색소를 활용하여 만듭니다.\n\n<indent=15><b>기본 가격\n<sprite name="ui sell"> $64 per case</b></indent>\n\n<i><indent=30>내 인생에서 총, 카드 한 벌, 위스키 한 통 없는 켄터키 사람은 본 적이 없다...</i></indent>\n<indent=40>—Andrew Jackson</indent>

info.english-gin.icon	<sprite name="res english-gin">
info.english-gin.name	영국 진
info.english-gin.desc	<b>모든 도시에서 구할 수 없는 지역 제품.</b>\n\n영국에서 온 이 진은 정수리에서 신선하고 매운 맛이 나며, 한때 런던의 '진 광기' 시절에 맥주보다 저렴하게 팔렸습니다. 이제는 현지에서 만든 것과 큰 차이가 없지만, 그 역사만으로도 고급 레스토랑과 호텔들이 기꺼이 돈을 지불할 가치가 있습니다.\n\n영국에서 진은 런던 드라이에서 플리머스 스타일까지 다양해, 이 술을 밀수하려면 현지 영국인의 도움이 필요할 것입니다.\n\n<indent=10><b>기본 가격\n<sprite name="ui sell"> $90 per case</b></indent>\n\n<indent=20><i>인생은 우릴 삼킬 수 없는 알약이므로, 우리는 그에 금박을 입힌다.</i></indent>\n<indent=40>—Samuel Johnson</indent>

info.scotch-whiskey.icon	<sprite name="res scotch-whiskey">
info.scotch-whiskey.name	스카치 위스키
info.scotch-whiskey.desc	<b>모든 도시에서 구할 수 없는 지역 제품.</b>\n\n스코틀랜드에서 최소 3년 동안 오크통에서 숙성된 스카치 위스키는 다양하고 매우 소중합니다. 현지에서 만들 수 있는 것과 비슷하지만, 스코틀랜드에서 수입된 것은 더 오래되고 정제된 맛이 있으며, 부유한 사람들이 주로 찾는 대화의 주제가 됩니다.\n\n스코치 증류업자들은 세금을 피하기 위해 운영을 숨기는 데에 익숙합니다. 이 술을 수입하려면 현지 스코틀랜드인의 도움이 필요합니다.\n\n<indent=10><b>기본 가격\n<sprite name="ui sell"> $110 per case</b></indent>\n\n<indent=20><i>위 Honourable Winston S. Churchill은 특히 식사 시간에 알콜을 필요로 한다.</i></indent>\n<indent=40>—Otto C. Pickhardt, 1932년</indent>

info.irish-whiskey.icon	<sprite name="res irish-whiskey">
info.irish-whiskey.name	아이리시 위스키
info.irish-whiskey.desc	<b>모든 도시에서 구할 수 없는 지역 제품.</b>\n\n이 인기 있는 술은 금주 이전에 많은 사람들이 그리워했던 맛으로, 높은 가격을 주고 그리움을 채울 수 있습니다. 아이리시 위스키는 세계에서 가장 오래된 전통을 가진 술로, 이 술을 찾는 사람들은 많습니다. 현지 아이리시 제조업체와 연락을 시작하려면 아이리시 사람의 도움이 필요하지만, 한 번 도착하면 고급 호텔과 식당에서 구매할 수 있습니다.\n\n<indent=10><b>기본 가격\n<sprite name="ui sell"> $100 per case</b></indent>\n\n<indent=20><i>uisce beatha</i></indent>\n<indent=40>위스키의 아이리시 이름, '생명의 물'</indent>

info.german-schnapps.icon	<sprite name="res german-schnapps">
info.german-schnapps.name	독일 슈냅스
info.german-schnapps.desc	<b>모든 도시에서 구할 수 없는 지역 제품.</b>\n\n맑고 과일 맛이 나는 고알콜 리큐르로, 독일에서 발효된 과일과 허브 추출물로 만들어집니다. 모방한 슈냅스는 쉽게 만들 수 있지만, 독일 원조 슈냅스의 맛은 비교할 수 없으며 고급 고객들이 차이를 느끼고 대금을 지불합니다. 현지 독일인의 도움이 필요합니다.\n\n<indent=10><b>기본 가격\n<sprite name="ui sell"> $95 per case</b></indent>\n\n<indent=20><i>어떤 병도 한 잔의 슈냅스만큼 빠르게 치료할 수 없다.</i></indent>\n<indent=40>—Molly Picon</indent>

info.caribbean-rum.icon	<sprite name="res carribean-rum">
info.caribbean-rum.name	카리브해 럼
info.caribbean-rum.desc	<b>모든 도시에서 구할 수 없는 지역 제품.</b>\n\n설탕 생산의 부산물인 럼은 건조하고 달콤하며 어두운 색을 자랑합니다. 금주로 인해 그 가격은 상승하였으며, 이를 손에 넣을 수 있다면 상당한 수익을 얻을 수 있습니다. 럼을 수입하려면 현지의 카리브해 인물의 도움이 필요합니다.\n\n<indent=10><b>기본 가격\n<sprite name="ui sell"> $90 per case</b></indent>\n\n<indent=20><i>왜 우리가 몰라야 할까요? 몰라야 할 것은 단 하나: 설탕이란 미국 독립의 중요한 재료였다.</i></indent>\n<indent=40>—John Adams</indent>

info.ice.icon	<sprite name="res ice">
info.ice.name	얼음
info.ice.desc	얼음은 물건을 차갑게 유지하며 다양한 산업 용도로 사용됩니다.\n\n20세기 초, 냉장 혁명이 일어났습니다. 그 이전까지 대량의 얼음을 얻는 유일한 방법은 얼어붙은 호수와 강에서 취득하는 것이었습니다. 그 후 지하에 저장되어 다소 비싸고 관리하기 어려운 자원이었습니다. 하지만 전기 냉장고의 도입으로 공장에서 대량 생산이 가능해졌습니다. 얼음은 여러 고급 술을 만드는 데 유용하며, <sprite name="res apple-jack">애플잭</sprite>도 만드는 데 사용됩니다. 특정 사업체에서 구입하거나 더 신뢰할 수 있는 공급을 위해 자신만의 아이스하우스를 설정할 수 있습니다.\n\n<indent=15><b>기본 가격\n<sprite name="ui buy"> $2 per tray</b></indent>\n\n<i><indent=30><i>문명은 증류로 시작된다.</i></indent>\n<indent=40>—William Faulkner</indent>

info.applejack.icon	<sprite name="res apple-jack">
info.applejack.name	애플잭
info.applejack.desc	<b>모든 도시에서 구할 수 없는 지역 제품.</b>\n\n발효는 곡물, 과일, 채소의 당분에서 알콜을 생성하는 마법과 같습니다. 보통 우리는 발효된 액체를 와인이나 맥주처럼 마시거나, 위스키, 럼, 다른 술로 증류합니다. 하지만 또 다른 방법으로 알콜을 얻을 수 있습니다 - 잭킹. 일단 <sprite name="res apple-juice"> <link="apple-juice">사과 주스</link>와 같은 물질이 발효되면, 그것을 반복해서 얼린 뒤, 물 얼음을 제거하고 점점 더 강한 알콜 음료인 애플잭을 남깁니다.\n\n<indent=15><b>기본 가격\n<sprite name="ui sell"> $20 per crock</b></indent>\n\n<i><indent=30><i>서리가 그 비밀의 사역을 한다, 바람 없이.</i></indent>\n<indent=40>—Samuel Taylor Coleridge</indent>

info.plums.icon	<sprite name="res plums">
info.plums.name	자두
info.plums.desc	<b>모든 도시에서 구할 수 없는 지역 제품.</b>\n\n자두는 다양한 종류가 있으며, 거의 모든 자두는 훌륭한 브랜디를 만듭니다. 일부 국가에서는 슬리워위츠 또는 다른 변형으로 불리며, 남유럽에서는 <sprite name="res rakija"> <link="rakija">라키자</link>로 알려져 있으며, 그 레시피는 이민과 함께 미국으로 전파되었습니다.\n\n<indent=15><b>기본 가격\n<sprite name="ui buy"> $6 per bushel</b></indent>\n\n<i><indent=30><i>각 나무는 가장 아름다운 과일을 맺으며, 그 열매는 눈에 보일 때마다 갑자기 먹고 싶은 욕구를 일으킨다.</i></indent>\n<indent=40>—John Milton</indent>

info.rakija.icon	<sprite name="res rakija">
info.rakija.name	라키자
info.rakija.desc	<b>모든 도시에서 구할 수 없는 지역 제품.</b>\n\n자두가 많이 나는 곳에서는 라키자 만들기가 시작됩니다. 남유럽에서 온 이민자들이 미국에 전파한 이 강력한 불사는 이제 그들이 온 민족 공동체를 넘어서서 인기를 끌고 있습니다. 이 술이 알려진 도시에서는 쉽게 증류하고 유통할 수 있습니다.\n\n<indent=15><b>기본 가격\n<sprite name="ui sell"> $30 per case</b></indent>\n\n<i><indent=30><i>아이들은 바보들이나 술에 취한 사람들이 진실을 말한다.</i></indent>\n<indent=40>—Croatian proverb</indent>

info.champagne.icon	<sprite name="res champagne">
info.champagne.name	샴페인
info.champagne.desc	이 고급 술은 도시의 고급 레스토랑과 호텔에서 높은 가격에 거래됩니다.\n\n샴페인 코르크가 팡 하고 터지고, 그 안에서 거품이 나는 와인은 축하의 시작을 알립니다. 금주 시대 동안 그 장면은 여전히 반복되고 있지만, 이제 샴페인은 조금 더 불법이 되었습니다. 밀수를 통해 얻거나 올바른 기술을 갖춘 작업장에서 제조할 수 있습니다.\n\n<indent=15><b>기본 가격\n<sprite name="ui sell"> $50 per case</b></indent>\n\n<i><indent=30><i>나는 맥주 절주자는 아니지만, 샴페인 절주자는 아니다.</i></indent>\n<indent=40>—George Bernard Shaw</indent>

info.cordials.icon	<sprite name="res cordials">
info.cordials.name	코디얼
info.cordials.desc	코디얼은 저녁 후에 마시거나 칵테일에 추가되어 고급스러움을 더합니다. 이 고급 술은 도시의 고급 레스토랑과 호텔에서 높은 가격에 거래됩니다.\n\n비밀 레시피와 오랫동안 간직해 온 국가의 맛을 지닌 코디얼은 보통 평범한 알콜에 다양한 허브와 향신료를 추가하여 만듭니다. 이를 밀수하거나 적절한 기술을 배우면 직접 제조할 수 있습니다.\n\n<indent=15><b>기본 가격\n<sprite name="ui sell"> $70 per case</b></indent>\n\n<i><indent=30><i>마티니는 아들이자 시가처럼 완벽한 미국의 발명품이다.</i></indent>\n<indent=40>—H.L. Mencken</indent>

info.dark-rum.icon	<sprite name="res dark rum">
info.dark-rum.name	스파이스 럼
info.dark-rum.desc	어두운 색의 풍부한 스파이스 럼은 칵테일에 깊고 복잡한 맛을 부여합니다. 고급 레스토랑과 호텔에서는 이 고급 술을 높은 가격에 판매합니다.\n\n식민지 시대부터 그 유산을 가진 스파이스 럼은 항상 인기가 있었습니다. 고급 펀치 한 그릇이 완성되려면 스파이스 럼이 필수적입니다. 밀수나 적절한 기술로 제조할 수 있습니다.\n\n<indent=15><b>기본 가격\n<sprite name="ui sell"> $85 per case</b></indent>\n\n<i><indent=30><i>와인에는 지혜가 있고, 맥주에는 자유가 있고, 물에는 박테리아가 있다.</i></indent>\n<indent=40>—Benjamin Franklin</indent>

info.aged-whiskey.icon	<sprite name="res aged whiskey">
info.aged-whiskey.name	숙성된 위스키
info.aged-whiskey.desc	오크의 오버톤과 복잡한 맛이 숙성되어, 이 종류의 위스키는 식당, 클럽 및 호텔에서 프리미엄 가격으로 거래됩니다.\n\n오크통에서 숙성된 위스키는 알콜이 나무와 상호작용하며 복잡한 맛을 부여받습니다. 맛을 부드럽게 하고 향기와 입안에 남는 노트를 개발하면서, 이 술은 진정으로 고귀한 음료입니다. 이를 외부에서 구하거나, 직접 만드는 기술을 배울 수 있습니다.\n\n<indent=15><b>기본 가격\n<sprite name="ui sell"> $90 per case</b></indent>\n\n<i><indent=30><i>너무 많은 것이 나쁘지만, 좋은 위스키가 너무 많으면 barely 충분하다.</i></indent>\n<indent=40>—Mark Twain</indent>

info.gin.icon	<sprite name="res gin">
info.gin.name	진
info.gin.desc	많은 칵테일의 필수 재료. “좋은 것”을 얻기 위해 상위급 시설은 많은 비용을 지불할 것입니다.\n\n토닉 워터와 섞거나, 마티니로 흔들거나, 깁렛으로 저어 마시는 등, 이 보편적인 주입물은 칵테일 메뉴에서 중요한 역할을 합니다. 복잡하고 이국적인 향신료로 만들어져, 음료에 만족스러운 복잡함을 부여합니다.\n\n<indent=15><b>기본 가격\n<sprite name="ui sell"> $70 per case</b></indent>\n\n<i><indent=30><i>예술을 위한 예술은 좋은 진을 위한 진만큼이나 의미가 없다.</i></indent>\n<indent=40>—W. Somerset Maugham</indent>

info.oak-barrels.icon	<sprite name="res oak-barrels">
info.oak-barrels.name	오크통
info.oak-barrels.desc	이 특수한 오크통은 위스키, 럼, 일부 브랜디의 장기 숙성을 위해 사용됩니다. 그 과정에서 복잡한 화학반응이 일어나며, 거칠었던 알콜이 천천히 만족스러운 한 모금에 알맞은 음료로 변합니다. 오크통은 <sprite name="res aged whiskey">숙성 위스키</sprite>, <sprite name="res dark rum">스파이스 럼</sprite>, 일부 <sprite name="res gin">진</sprite>, <sprite name="res bourbon">버번</sprite>을 만드는 데 필수적입니다.\n\n<indent=15><b>기본 가격\n<sprite name="ui buy"> $18 per barrel</b></indent>\n\n<i><indent=30><i>시간은 인생에서 가장 중요한 동전입니다. 그 동전이 어떻게 쓰일지는 오직 당신만이 결정할 수 있습니다. 다른 사람이 당신의 시간을 대신 쓰게 하지 마세요.</i></indent>\n<indent=40>—Carl Sandburg</indent>

info.food-dyes.icon	<sprite name="res food-dye">
info.food-dyes.name	식용 색소
info.food-dyes.desc	많은 종류의 위스키, 숙성된 브랜디, 스파이스 럼의 깊은 캐러멜 색은 장기간 숙성과 비밀 레시피의 복잡한 화학반응에서 비롯됩니다. 또는, 당신만의 화학으로 이를 만들고 산업용 식용 색소를 더할 수도 있습니다. 이 식용 색소는 술을 위조하는 데 유용하며, 고급 술처럼 판매하려면 매우 유용합니다.\n\n<indent=15><b>기본 가격\n<sprite name="ui buy"> $15 per box</b></indent>\n\n<i><indent=30><i>연금술과 화학을 혼동하는 것은 실수입니다.</i></indent>\n<indent=40>—Franz Hartmann</indent>

info.pipes.icon	<sprite name="res pipes">
info.pipes.name	배관
info.pipes.desc	<b>여러 종류의 운영을 구축하는 데 필요한 건축 자재.</b>\n\n보통은 도시와 가정으로 물을 이동시키는 데 사용되지만, 액체를 이동시키는 많은 다른 용도에도 필요합니다.\n\n<indent=15><b>기본 가격\n<sprite name="ui buy"> $30 per crate</b></indent>

info.lumber.icon	<sprite name="res lumber">
info.lumber.name	목재
info.lumber.desc	<b>여러 종류의 운영을 구축하는 데 필요한 건축 자재.</b>\n\n목재와 임업 관련 제품은 우리가 간단한 구조물을 지을 때부터 건설의 뼈대가 되어왔습니다. 내외부 개선을 위한 저렴하고 가벼우며 쉽게 구할 수 있는 자재입니다.\n\n<indent=15><b>기본 가격\n<sprite name="ui buy"> $30 per crate</b></indent>

info.bricks.icon	<sprite name="res bricks">
info.bricks.name	벽돌
info.bricks.desc	<b>여러 종류의 운영을 구축하는 데 필요한 건축 자재.</b>\n\n굽은 점토 벽돌은 20세기 초 미국의 도시 확장의 기초였으며, 많은 술 생산에 튼튼한 기초를 제공합니다.\n\n<indent=15><b>기본 가격\n<sprite name="ui buy"> $35 per crate</b></indent>

info.sheet-metal.icon	<sprite name="res sheet metal">
info.sheet-metal.name	철판
info.sheet-metal.desc	<b>여러 종류의 운영을 구축하는 데 필요한 건축 자재.</b>\n\n얇고 가벼운 이 금속 시트는 술 생산 작업을 만들 때 매우 유용합니다 - 특히 증류기와 더 큰 시설에.\n\n<indent=15><b>기본 가격\n<sprite name="ui buy"> $35 per crate</b></indent>
