KEY	Korean	English
__id	ko	en
__name	한국어	English

button.play	플레이
ui.crewinfo.stat.outpostsstarted	설립한 프론트 {value}
ui.crewinfo.stat.safehouseraids	약탈한 은신처 {value}
ui.crewinfo.stat.peepsthreatened	위협한 사람 {value}
ui.crewinfo.stat.timesfought	전투한 횟수 {value}
ui.crewinfo.stat.favorsredeemed	사용한 호의 {value}
ui.crewinfo.stat.expansionsupgradesbuilt	건설한 확장/업그레이드 {value}
ui.crewinfo.stat.politicalevents	정치적 행동 {value}
ui.crewinfo.stat.fame	친구가 된 사람 {value}

ui.crewinfo.stat.unit.corners	{value}개 구역
ui.crewinfo.stat.unit.corners.1	{value}개 구역
ui.crewinfo.stat.unit.people.1	{value}명
ui.crewinfo.stat.unit.people	{value}명
ui.crewinfo.stat.unit.units	{value}개
ui.crewinfo.stat.unit.units.1	{value}개
ui.crewinfo.stat.unit.none	{value}

ui.crewinfo.stat.category.business	사업
ui.crewinfo.stat.category.warfare	갱 전쟁
ui.crewinfo.stat.category.exploration	탐색
ui.crewinfo.stat.category.social	사교
ui.crewinfo.stat.category.gambling	주거지 라켓

ui.crewinfo.roles.boss.icon	<sprite name="mafia boss">
ui.crewinfo.roles.boss.title	보스
ui.crewinfo.roles.boss.desc	조직의 수장. 모든 권력의 정점...
ui.crewinfo.roles.boss.short	패밀리의 최고 권력자

ui.crewinfo.roles.underboss.icon	<sprite name="trait aggressive">
ui.crewinfo.roles.underboss.title	언더보스
ui.crewinfo.roles.underboss.desc	보스의 오른팔이자 조직의 2인자. 보스를 대신해 일상 운영을 총괄하고 모든 간부들을 지휘합니다. 보스가 부재할 때 모든 권한을 대행합니다.
ui.crewinfo.roles.underboss.short	언더보스는 조직의 2인자로서 모든 간부들을 관리하고 보스의 명령을 전달합니다.

ui.crewinfo.roles.persuader.icon	<sprite name="scheme intimidator">
ui.crewinfo.roles.persuader.title	위압자
ui.crewinfo.roles.persuader.desc	이 간부는 한 번 눈빛만 봐도 사람들이 꺾여서 시키는대로 따릅니다. 자기 일에 진심이라는게 겉모습과 태도에서 풍깁니다. 누군가가 원치 않는 일을 설득해야 할 때 보내세요.
ui.crewinfo.roles.persuader.short	위압자는 건달들이 아지트에 숨겨둔 물건을 찾아낼 수 있고, 사업주들에게 패밀리의 사업에 필요한 물자를 제공하도록 만들 수 있습니다.

ui.crewinfo.roles.enforcer.icon	<sprite name="scheme enforcer">
ui.crewinfo.roles.enforcer.title	집행자
ui.crewinfo.roles.enforcer.desc	이 간부는 보스의 명령을 확실하게 집행합니다. 총기 사용에 능숙하며 필요할 때 폭력을 주저하지 않습니다. 영토 확장이나 적을 제압해야 할 때 보내세요.
ui.crewinfo.roles.enforcer.short	집행자는 뛰어난 총기 실력으로 영토 확장을 주도하며 새로운 거점을 저렴하게 확보하고 전투단을 조직할 수 있습니다.

ui.crewinfo.roles.convict.icon	<sprite name="scheme jailbird">
ui.crewinfo.roles.convict.title	FBI 밀정
ui.crewinfo.roles.convict.desc	그들의 충성심은 의심할 여지가 없습니다. 매우 영구적인 방법으로 문제를 해결하라고 요청했을 때, 주저하지 않았습니다. 싸움으로 점수를 매기라고 요청했을 때, 해냈습니다. 조용히 하고 감옥에 있으라고 요청했을 때, 갔습니다. 그리고 이 모든 과정에서 독특하고 귀중한 기술을 습득했습니다.
ui.crewinfo.roles.convict.short	전과자는 총기가 아닌 무기 사용에 능숙하며 연방 요원들이 라이벌을 급습하도록 연결을 사용할 수 있습니다.

ui.crewinfo.roles.driver.icon	<sprite name="scheme lookout">
ui.crewinfo.roles.driver.title	정찰대장
ui.crewinfo.roles.driver.desc	이 조직원은 어디든 무엇이든 운전할 수 있습니다. 모든 종류의 차량을 다룰 줄 알고 이 도시의 거리를 뒤에서부터 앞까지 압니다. 지역을 확보하거나 새로운 이웃으로 확장하거나 바퀴 달린 것을 다룰 때 보내세요.
ui.crewinfo.roles.driver.short	감시자는 매 턴 50% 더 멀리 운전할 수 있고 당신의 영토를 새로운 지역으로 쉽게 확장할 수 있습니다.

ui.crewinfo.roles.negotiator.icon	<sprite name="scheme mouthpiece">
ui.crewinfo.roles.negotiator.title	변호인
ui.crewinfo.roles.negotiator.desc	이 조직원은 닭에서 깃털을 뽑아낼 수 있을 정도로 말을 잘합니다. 무언가를 섬세하면서도 강력하게 전달해야 할 때 보내세요.
ui.crewinfo.roles.negotiator.short	당신의 대변인 조직원은 경찰에게 더 저렴하게 뇌물을 주고 마을의 다양한 사람들에 대한 약점을 수집할 수 있습니다.

ui.crewinfo.roles.deal-maker.icon	<sprite name="scheme closer">
ui.crewinfo.roles.deal-maker.title	협상가
ui.crewinfo.roles.deal-maker.desc	거래를 성사시키는것, 상대방이 이득을 본 것처럼 느끼게 만들면서 실제로는 크게 손해를 보게 만드는 것은 예술입니다. 이런 거래를 수없이 성사시킨 후, 이 간부는 협상이 필요한 모든 일에 보내기 완벽한 인물이 되었습니다.
ui.crewinfo.roles.deal-maker.short	마무리꾼은 건물을 대폭 할인된 가격에 인수하고 외지의 조직들과 거래를 성사시킬 수 있습니다.

ui.crewinfo.roles.robber.icon	<sprite name="ui weapon bat">
ui.crewinfo.roles.robber.title	습격대장
ui.crewinfo.roles.robber.desc	이 간부는 습격과 강도 작전의 전문가입니다. 빠르게 들어가서 원하는 것을 챙기고 빠지는 데 능숙합니다. 상점이나 경쟁 조직을 털어야 할 때 보내세요.
ui.crewinfo.roles.robber.short	습격대장은 강도단을 조직하고 습격 작전을 이끌 수 있습니다.

ui.crewinfo.roles.connector.icon	<sprite name="res cat weapons">
ui.crewinfo.roles.connector.title	연결책
ui.crewinfo.roles.connector.desc	이 간부는 건달 세계에 인맥이 있습니다.
ui.crewinfo.roles.connector.short	연결책은 패밀리에 무기를 소량 공급할 수 있고 불법 물품을 소량으로 거래할 수 있습니다.

ui.crewinfo.roles.distributor.icon	<sprite name="res herbs" tint>
ui.crewinfo.roles.distributor.title	공급책
ui.crewinfo.roles.distributor.desc	이 간부는 건달 세계에 큰 인맥이 많습니다. 하지만 대량으로만 거래하므로 많은 현금을 준비해두세요.
ui.crewinfo.roles.distributor.short	대규모 공급책은 타지의 다른 조직들에게 무기를 공급할 수 있고 불법 물품들을 대량으로 거래할 수 있습니다.

ui.crewinfo.roles.advisor.icon	<sprite name="res cash" tint>
ui.crewinfo.roles.advisor.title	참모
ui.crewinfo.roles.advisor.desc	보스가 가장 신뢰하는 참모이자 전략가. 그는 그림자 속에서 지혜를 제공하며, 섬세한 손길이 필요한 일을 처리합니다.
ui.crewinfo.roles.advisor.short	콘실리에레는 분쟁을 중재하고, 전략을 조언하며, 법적 문제를 처리하고, 구속된 조직원을 석방시킵니다.

ui.crewinfo.roles.accountant.icon	<sprite name="scheme accountant">
ui.crewinfo.roles.accountant.title	회계사
ui.crewinfo.roles.accountant.desc	뒷방에 앉아 물건이 만들어지고 사고팔리는 것을 감독하는 일은 화려하진 않지만, 조직의 모든 것을 가능하게 만드는 핵심입니다. 이 간부는 사업 운영의 달인입니다. 어느 사업에 문제가 있습니까? 업그레이드나 신규 개설이 필요합니까? 그를 보내세요!
ui.crewinfo.roles.accountant.short	회계사는 사업체 종류를 파악하고 협상을 통해 건물을 인수하며, 사업 확장을 매우 저렴하게 건설할 수 있습니다.

ui.crewinfo.roles.politician.icon	<sprite name="scheme accountant">
ui.crewinfo.roles.politician.title	로비스트
ui.crewinfo.roles.politician.desc	정치는 완벽히 구사하려면 오랜 수련이 필요한 예술입니다. 이 간부는 사람들이 스스로 깨닫기도 전에 그들이 원하는 것을 간파하는 기술을 터득했습니다. 수많은 뒷거래를 성사시킨 그는 이제 시청 장악을 도울 준비가 되어 있습니다.
ui.crewinfo.roles.politician.short	로비스트는 정치인들을 설득해 영향력을 확보하고, 시장을 교체하기도 하며, 정치 활동의 효율을 크게 높일 수 있습니다.

ui.crewmgmt.icon-building	<sprite name="ui pip social expansion" tint=1>
ui.crewmgmt.icon-vehicle	<sprite name="ui truck" tint=1>
ui.crewmgmt.icon-crew	<sprite name="ui peep" tint=1>
ui.crewmgmt.button-add-disabled.mo	현재 배정할 수 없음
ui.crewmgmt.button-already-added.mo	이미 배정됨
ui.crewmgmt.button-added-to.mo	배정됨: {name}
ui.crewmgmt.button-building-add.mo	건물에 배정
ui.crewmgmt.button-building-remove.mo	건물에서 제거
ui.crewmgmt.button-buildings-none.mo	모든 건물이 조직원들에게 배정되었습니다
ui.crewmgmt.button-buildings-boss.mo	조직 보스는 건물 관리에 배정될 수 없습니다
ui.crewmgmt.button-vehicle-add.mo	차량에 배정
ui.crewmgmt.button-vehicle-remove.mo	차량에서 제거\n\n참고: 전투를 시작한 운전자는 같은 턴에 제거할 수 없습니다
ui.crewmgmt.button-vehicles-none.mo	모든 차량이 조직원들에게 배정되었습니다

ui.crewmgmt.assignments	현재 차량 및 건물 배정:
ui.crewmgmt.no-driver	<i>배정된 운전자 없음</i>
ui.crewmgmt.no-manager	<i>배정된 관리자 없음</i>
ui.crewmgmt.driver	배정됨: <i>{name}</i>
ui.crewmgmt.manager	관리자: <i>{name}</i>
ui.crewmgmt.select-vehicle	배정할 차량 선택:
ui.crewmgmt.select-building	배정할 건물 선택:

ui.crewmgmt.unassigned	{crewname}은(는) 어떤 작업에도 배정되지 않았습니다! 급여를 받고 있으니, 오른쪽 버튼을 사용해 곧 배정하는 것을 고려하세요.
ui.crewmgmt.invehicle	{crewname}은(는) 차량에 배정되어 도시의 다양한 작업에 사용할 수 있습니다.
ui.crewmgmt.inbuilding	{crewname}은(는) 다음 건물을 관리하도록 배정되었습니다: {bizicon} <b>{bizname}</b>.
ui.crewmgmt.deadother	{crewname}은(는) 사망했습니다. 가족에게 지원금을 지불하지 <i>않고</i> 있습니다.
ui.crewmgmt.deadpaid	{crewname}은(는) 사망했습니다. 현재 가족에게 지원금으로 턴당 {amt}를 지불하고 있습니다.
ui.crewmgmt.arrested	{crewname}은(는) 연방 요원에게 체포되어 {date}에 재판을 기다리고 있습니다.
ui.crewmgmt.imprisoned	{crewname}은(는) 연방 교도소로 보내져 {date}에 석방될 예정입니다.
ui.crewmgmt.scheming	{crewname}은(는) 현재 계획에 참여하느라 바쁩니다.
ui.crewmgmt.offboard	{crewname}은(는) 조직 업무로 자리를 비웠습니다.

ui.crewmgmt.growth.rel	{friendName}과의 관계: {relText}
ui.crewmgmt.growth.is-family	<i>(그들의 가족을 도우면 감사할 것입니다.)</i>

ui.crewinspect.title	조직원 정보
ui.crewinspect.experience-header	경험
ui.crewinspect.history-header	범죄 기록
ui.crewinspect.buttons.org-chart	당신의 조직

ui.crewinspect.city	{city}시
ui.crewinspect.officer	경관
ui.crewinspect.police	경찰서

ui.crewinspect.buttons.interact.speak	<sprite name="ui pip social">
ui.crewinspect.buttons.interact.scheme	<sprite name="ui schemes">
ui.crewinspect.buttons.interact.rel	관계

ui.crewinspect.bio.name	이름
ui.crewinspect.bio.alias	별명
ui.crewinspect.bio.relationship	관계
ui.crewinspect.bio.nationality	국적
ui.crewinspect.bio.age	나이
ui.crewinspect.bio.height	키
ui.crewinspect.bio.occupation	직업
ui.crewinspect.bio.traits	특성

ui.crewinspect.role.boss	보스
ui.crewinspect.role.boss.mo	전체 운영의 수장. 모든 것에 조금씩 관여합니다.
ui.crewinspect.role.captain	대장
ui.crewinspect.role.captain.mo	믿을 수 있을 정도로 경험이 있지만, 아직 전문화되지 않았습니다.
ui.crewinspect.role.muscle	행동대원
ui.crewinspect.role.muscle.mo	평범한 갱 행동대원. 아직 많지 않지만, 훨씬 큰 범죄에 대한 열망이 있습니다.

ui.crewinspect.orgchart-icon	<sprite name="ui org chart">
ui.crewinspect.crew-info-icon	<sprite name="ui crew info">

ui.resdestroy.mo	이 재고의 일부를 버리기
ui.resdestroy.header	재고 버리기
ui.resdestroy.top	다음 재고 항목을 버리려고 합니다: {res}\n\n어떤 수량을 버리시겠습니까?
ui.resdestroy.bottom	이 항목들은 버려지며 보상을 받지 못합니다. 이후 이 건물에는 {res}가 저장됩니다.
ui.resdestroy.plusminus.mo	<b>ctrl</b> 키를 눌러 클릭당 10개 변경.\n<b>shift</b>를 눌러 100개 변경.\n<b>ctrl + shift</b>를 눌러 1000개 변경.

ui.deliveries.stop-job.mo	이 배송 중지
ui.deliveries.start-job.mo	이 배송 시작\n\n최소 두 단계, 운전자,\n그리고 양호한 상태의 차량이 필요합니다
ui.deliveries.no-crew.mo	조직원 배정 제거
ui.deliveries.clear-steps.mo	이 일정의 모든 정류장 제거
ui.deliveries.delete-job.mo	이 배송 일정 삭제
ui.deliveries.select.mo	배송 운전자와 차량 선택:
ui.deliveries.cash.mo	현금

ui.deliveries.crewassign.novehicle	차량 없음
ui.deliveries.crewassign.busy	이미 배정됨
ui.deliveries.crewassign.valid	선택
ui.deliveries.select	선택
ui.deliveries.add	다음 단계 추가

ui.deliveries.header.no-driver	운전자 배정
ui.deliveries.header.no-vehicle	차량 배정

ui.deliveries.status.running	상태: 실행 중
ui.deliveries.status.stopped-junk	상태: 중지됨 (차량 상태 때문에)
ui.deliveries.status.broken	상태: 중지됨

ui.deliveries.undefined	정의되지 않음
ui.deliveries.next-step-empty	<sprite name="ui cross"> 경로의 다음 단계를 선택하세요.
ui.deliveries.biz-name	<b>{bizname}</b>. 
ui.deliveries.biz-name.1	<b>{bizname}</b>\n
ui.deliveries.action-empty	\n선택된 행동 없음

ui.deliveries.route-no	배송 경로 #{id}
ui.deliveries.step-no	단계 #{stepNo}: {desc}

ui.deliveries.actions.buy	구매
ui.deliveries.actions.sell	판매
ui.deliveries.actions.pickup	픽업
ui.deliveries.actions.dropoff	드롭오프
ui.deliveries.actions.cash-on-hand	현금 확보
ui.deliveries.actions.collect-front	프론트에서 수금 또는 지원
ui.deliveries.actions.bottle-pickup	병 반납소에서 수거
ui.deliveries.actions.repair-vehicle	차량 수리

ui.deliveries.actions.mo.buy	자원 구매
ui.deliveries.actions.mo.sell	자원 판매
ui.deliveries.actions.mo.pickup	저장소 픽업
ui.deliveries.actions.mo.dropoff	저장소 드롭오프
ui.deliveries.actions.mo.cash-on-hand	현금 확보
ui.deliveries.actions.mo.collect-front	프론트에서 수금 또는 지원
ui.deliveries.actions.mo.bottle-pickup	병 반납소에서 수거
ui.deliveries.actions.mo.repair-vehicle	차량 수리

ui.deliveries.actions.collect-front.desc	{bizname} ({peepname}이(가) 운영)

ui.deliveries.cash.agreed	합의된 금액, 준비되면
ui.deliveries.cash.all-available	사용 가능한 모든 현금
ui.deliveries.cash.exact	정확히 {amount}
ui.deliveries.cash.up-to	최대 {quantity}
ui.deliveries.cash.excess	{quantity}를 제외한 모두
ui.deliveries.cash.ensure	{target}이(가) {quantity}를 가질 때까지

ui.deliveries.confirm.clear-steps	이 일정의 모든 배송 단계를 지우시겠습니까?
ui.deliveries.confirm.clear	이 전체 배송 일정을 삭제하시겠습니까?

ui.deliveries.res.max-possible	{icon&name}, 가능한 한 많이
ui.deliveries.res.up-to	{icon&name}, 최대 {quantity}
ui.deliveries.res.excess	{icon&name} {quantity}를 제외한 모두
ui.deliveries.res.ensure	{icon&name} {target}이(가) {quantity}를 가질 때까지
ui.deliveries.action-qty	{action}: {qtyres}

ui.deliveries.res.max-possible.1	{icon&name}\n가능한 한 많이
ui.deliveries.res.up-to.1	{icon&name}\n최대 {quantity}
ui.deliveries.res.excess.1	{icon&name}\n{quantity}를 제외한 모두
ui.deliveries.res.ensure.1	{icon&name}\n{target}이(가) {quantity}를 가질 때까지

ui.deliveries.res.mo.agreed	합의대로
ui.deliveries.res.mo.all	모두
ui.deliveries.res.mo.qty	수량
ui.deliveries.res.mo.excess	제외한 모두
ui.deliveries.res.mo.ensure	까지

ui.deliveries.res.vehicle	차량
ui.deliveries.res.location	위치

ui.deliveries.start-here.mo	다음에 이 단계로 이동
ui.deliveries.mute-step.mo	이 단계를 비활성화 또는 활성화\n\n비활성화된 단계는 건너뜁니다
ui.deliveries.up.mo	이 단계를 위로 이동
ui.deliveries.down.mo	이 단계를 아래로 이동
ui.deliveries.plusminus.mo	<b>ctrl</b> 키를 눌러 클릭당 10개 변경.\n<b>shift</b>를 눌러 100개 변경.\n<b>ctrl + shift</b>를 눌러 1000개 변경.
ui.deliveries.goto.mo	위치 표시

ui.deliveries.destination-biz.mo	<sprite name="ui pip social expansion"> {bizname}
ui.deliveries.destination-front.mo	프론트: {name}
ui.deliveries.destination-repeat.mo	<sprite name="ui start here"> {name}

ui.deliveries.steps.prev	이전 단계: {description}
ui.deliveries.steps.next	다음 단계: {description}

ui.deliveries.mute-step.icon	<sprite name="ui mute step">
ui.deliveries.unmute-step.icon	<sprite name="ui step list">
ui.deliveries.next-step.icon	<sprite name="ui arr big right">
ui.deliveries.skip-empty.icon	<sprite name="ui skip empty">
ui.deliveries.skip-full.icon	<sprite name="ui skip full">

ui.deliveries.got-others-pip.icon	+
ui.deliveries.got-others-pip.text	이 건물의 다른 배송:
ui.deliveries.got-others-pip.line	·<indent=15>{item}</indent>

ui.deliveries.skip-empty.mo	차량이 비어있으면 이 단계 건너뛰기
ui.deliveries.skip-full.mo	차량이 가득 차면 이 단계 건너뛰기
